order_id,order_date,region,category,segment,sales_amount,discount_rate,quantity,profit,customer_rating
ORD-100620,2024-02-07,  north,Seasonal,Corporate,357.7,0.177,7,76.42,2.4
ORD-100621,2024-08-24,Central,Seasonal,Consumer,1090.37,0.235,8,56.66,1.6
ORD-100622,2024-07-19,  north,Electronics,Home Office,,0.103,5,-7.04,1.6
ORD-100623,2024-11-24,  north,Electronics,Corporate,1584.79,0.293,5,61.31,2.8
ORD-100624,2024-01-09,North,Office Supplies,Consumer,229.39,0.318,11,39.52,3.7
ORD-100625,2024-02-25,East,Home & Kitchen,Home Office,280.43,0.058,4,106.0,3.5
ORD-100626,2024-11-30,West,Furniture,Corporate,323.48,,4,32.94,1.3
ORD-100627,2024-02-22,Central,Furniture,Corporate,296.09,0.106,2,5.12,3.4
ORD-100628,2024-12-18,  north,electronics,Consumer,372.67,0.116,6,39.6,1.1
ORD-100629,2024-01-11,North,Office Supplies,Consumer,324.35,,7,27.82,4.0
ORD-100630,2024-11-02,West,Seasonal,Corporate,229.47,0.072,3,37.79,2.1
ORD-100631,2024-06-18,South,Home & Kitchen,Consumer,166.17,0.101,11,5.2,5.0
ORD-100632,2024-02-03,North,Furniture,Consumer,289.23,0.064,11,1.09,5.0
ORD-100633,2024-08-06,East,Furniture,Home Office,288.36,0.072,4,39.12,2.0
ORD-100634,2024-02-10,East,electronics,Corporate,277.0,0.095,3,65.32,2.9
ORD-100635,2024-08-06,East,Home & Kitchen,Home Office,152.99,0.169,3,64.2,3.2
ORD-100636,2024-08-28,South,Electronics,Consumer,285.23,0.168,9,71.21,3.9
ORD-100637,2024-10-28,North,Electronics,Corporate,192.67,0.134,10,66.7,1.6
ORD-100638,2024-07-07,  north,electronics,Corporate,266.32,0.248,4,-30.04,2.0
ORD-100639,2024-08-21,South,Office Supplies,Consumer,393.09,0.226,10,56.82,3.3
ORD-100640,2024-02-11,South,electronics,Consumer,225.22,0.135,7,29.82,2.0
ORD-100641,2024-02-15,Central,Office Supplies,Consumer,182.46,0.144,5,119.41,4.0
ORD-100642,2024-12-22,West,Seasonal,Corporate,322.93,0.001,7,32.13,1.7
ORD-100643,2024-04-05,  north,Furniture,Consumer,161.92,0.158,5,78.18,4.9
ORD-100644,2024-03-04,East,Electronics,Home Office,309.67,0.028,4,21.65,2.9
ORD-100645,2024-02-19,North,electronics,Home Office,232.81,0.204,9,,4.9
ORD-100646,2024-06-10,East,Seasonal,Corporate,263.24,0.13,7,-24.41,3.4
ORD-100647,2024-03-12,,Electronics,Home Office,,0.141,5,35.58,4.8
ORD-100648,2024-01-02,East,Electronics,Home Office,250.55,0.18,6,22.32,4.5
ORD-100649,2024-06-27,West,Seasonal,Home Office,378.16,0.259,2,35.71,3.9
ORD-100650,2024-03-06,North,Office Supplies,Home Office,235.66,0.3,9,64.02,4.9
ORD-100651,2024-12-03,North,electronics,Home Office,83.34,0.085,1,58.23,1.6
ORD-100652,2024-03-04,Central,Seasonal,Home Office,405.76,0.167,8,17.05,1.4
ORD-100653,2024-07-14,Central,electronics,Consumer,191.99,0.225,4,-11.8,2.0
ORD-100654,2024-03-06,West,Home & Kitchen,Home Office,240.1,0.33,1,59.1,2.2
ORD-100655,2024-03-05,Central,Home & Kitchen,Consumer,206.18,0.279,2,34.56,2.6
ORD-100656,2024-11-03,  north,Seasonal,Home Office,163.67,0.175,1,37.06,3.4
ORD-100657,2024-09-10,West,Electronics,Corporate,161.87,0.167,3,130.2,4.3
ORD-100658,2024-09-06,East,Seasonal,Consumer,281.83,0.303,1,,3.2
ORD-100659,2024-12-22,  north,Home & Kitchen,Corporate,187.14,0.185,2,83.52,1.5
ORD-100660,2024-03-11,West,Office Supplies,Consumer,251.5,0.16,4,5.47,1.9
ORD-100661,2024-08-06,South,Electronics,Consumer,1897.3,0.346,6,-3.91,4.9
ORD-100662,2024-07-25,North,Furniture,Corporate,261.24,0.339,8,53.9,2.2
ORD-100663,2024-08-25,  north,electronics,Corporate,209.49,0.235,11,34.51,3.6
ORD-100664,2024-10-20,West,Office Supplies,Home Office,222.81,0.178,2,56.23,4.2
ORD-100665,2024-10-02,  north,Electronics,Corporate,288.62,0.035,9,76.34,4.3
ORD-100666,2024-04-16,North,Furniture,Home Office,270.53,0.287,3,8.94,1.0
ORD-100667,2024-02-13,Central,Office Supplies,Corporate,1267.07,0.09,9,53.48,1.7
ORD-100668,2024-09-30,Central,electronics,Home Office,366.01,0.317,6,38.7,3.1
ORD-100669,2024-04-06,South,Furniture,Home Office,324.25,0.287,9,42.55,1.9
ORD-100670,2024-07-23,East,Seasonal,Corporate,223.45,0.134,3,57.18,3.1
ORD-100671,2024-09-18,West,Furniture,Corporate,367.39,0.13,7,65.9,2.5
ORD-100672,2024-02-15,East,Office Supplies,Consumer,308.79,0.142,4,39.93,2.1
ORD-100673,2024-06-05,West,Electronics,Home Office,432.12,0.043,6,93.29,3.8
ORD-100674,2024-06-25,  north,Home & Kitchen,Home Office,317.19,0.331,10,16.56,4.5
ORD-100675,2024-10-17,North,Seasonal,Home Office,162.26,0.23,6,68.08,3.8
ORD-100676,2024-05-21,Central,Seasonal,Consumer,250.61,0.279,5,86.1,3.5
ORD-100677,2024-02-17,North,Electronics,Home Office,308.39,0.027,5,58.31,3.2
ORD-100678,2024-09-20,  north,Home & Kitchen,Home Office,87.22,0.256,2,47.74,2.6
ORD-100679,2024-12-04,Central,Seasonal,Home Office,118.98,0.262,1,0.97,3.4
ORD-100680,2024-09-20,North,electronics,Corporate,366.92,0.026,7,35.1,1.7
ORD-100681,2024-09-04,South,Electronics,Home Office,321.35,0.3,11,39.85,3.3
ORD-100682,2024-11-12,North,Office Supplies,Consumer,263.85,0.012,10,70.05,2.8
ORD-100683,2024-04-11,Central,Furniture,Corporate,238.61,0.003,2,58.63,4.7
ORD-100684,2024-10-01,North,electronics,Home Office,386.92,0.128,8,47.23,1.6
ORD-100685,2024-07-21,East,Electronics,Consumer,198.23,0.066,11,70.44,1.8
ORD-100686,2024-06-15,West,Home & Kitchen,Home Office,132.65,0.28,7,50.76,1.5
ORD-100687,2024-06-24,Central,Seasonal,Consumer,386.94,0.24,7,,2.9
ORD-100688,2024-02-28,  north,Furniture,Home Office,243.32,0.065,7,57.2,1.8
ORD-100689,2024-11-20,North,Furniture,Corporate,210.61,0.347,1,-7.64,2.1
ORD-100690,2024-04-28,West,electronics,Consumer,1329.43,0.184,9,60.77,2.7
ORD-100691,2024-04-03,,Electronics,Home Office,286.61,0.086,6,49.62,1.8
ORD-100692,2024-02-19,  north,Home & Kitchen,Consumer,77.74,0.127,6,56.46,2.4
ORD-100693,2024-02-14,South,Seasonal,Home Office,298.57,0.097,10,-0.97,1.5
ORD-100694,2024-10-06,East,Seasonal,Corporate,99.01,0.324,4,10.76,3.1
ORD-100695,2024-10-13,East,electronics,Home Office,273.81,0.266,2,57.9,4.6
ORD-100696,2024-03-07,Central,Electronics,Home Office,325.94,0.21,4,,4.0
ORD-100697,2024-07-18,East,Furniture,Consumer,152.8,0.263,1,72.37,1.6
ORD-100698,2024-06-04,East,Seasonal,Corporate,274.83,0.248,9,90.4,1.5
ORD-100699,2024-01-27,South,Furniture,Home Office,266.11,0.097,2,81.55,1.0
ORD-100700,2024-07-28,East,Office Supplies,Consumer,187.31,0.192,11,78.47,4.3
ORD-100701,2024-10-25,  north,Seasonal,Corporate,275.22,0.188,11,26.13,2.0
ORD-100702,2024-07-21,South,Seasonal,Home Office,173.56,0.071,7,15.89,2.5
ORD-100703,2024-04-02,North,Office Supplies,Consumer,278.99,0.066,3,37.33,4.3
ORD-100704,2024-09-26,North,Home & Kitchen,Consumer,230.21,0.226,7,27.13,2.5
ORD-100705,2024-11-17,North,Electronics,Home Office,260.18,0.27,6,48.16,4.4
ORD-100706,2024-05-04,,Seasonal,Corporate,287.71,0.108,11,53.36,3.2
ORD-100707,2024-04-24,,electronics,Corporate,273.93,,3,46.2,2.4
ORD-100708,2024-02-26,East,Office Supplies,Consumer,208.57,0.316,10,110.9,2.3
ORD-100709,2024-04-02,South,Seasonal,Home Office,133.59,0.15,5,97.44,3.5
ORD-100710,2024-02-09,South,Seasonal,Consumer,212.38,0.093,6,104.58,1.6
ORD-100711,2024-03-15,South,Furniture,Corporate,115.1,0.15,6,62.61,2.3
ORD-100712,2024-05-05,Central,electronics,Home Office,140.8,0.281,9,66.24,3.0
ORD-100713,2024-04-22,South,Office Supplies,Consumer,193.63,0.272,4,40.11,5.0
ORD-100714,2024-03-12,South,Home & Kitchen,Corporate,351.69,0.122,4,,1.8
ORD-100715,2024-08-05,  north,Electronics,Home Office,271.09,0.257,10,94.1,1.3
ORD-100716,2024-03-17,West,Seasonal,Consumer,1948.64,0.199,9,,3.8
ORD-100717,2024-11-24,,Furniture,Home Office,224.79,0.1,3,74.41,1.0
ORD-100718,2024-12-29,South,Office Supplies,Consumer,309.95,0.322,9,5.69,2.5
ORD-100719,2024-11-05,  north,electronics,Corporate,375.72,0.288,6,30.03,3.6
ORD-100720,2024-07-04,East,Electronics,Consumer,185.22,0.094,5,61.49,1.7
ORD-100721,2024-02-13,Central,Electronics,Home Office,2507.34,0.325,8,57.84,1.2
ORD-100722,2024-07-01,  north,Seasonal,Consumer,1008.02,0.068,6,111.08,2.6
ORD-100723,2024-01-20,South,Seasonal,Corporate,248.02,0.134,2,31.18,4.5
ORD-100724,2024-09-13,  north,Home & Kitchen,Home Office,356.11,0.269,9,71.42,4.7
ORD-100725,2024-12-15,South,Home & Kitchen,Home Office,173.75,0.151,2,89.18,4.8
ORD-100726,2024-02-14,West,Office Supplies,Consumer,,0.108,5,5.57,1.6
ORD-100727,2024-05-11,West,Seasonal,Consumer,235.7,0.09,2,73.0,4.9
ORD-100728,2024-09-19,East,Office Supplies,Consumer,174.17,0.238,11,47.1,2.7
ORD-100729,2024-12-24,North,Furniture,Consumer,94.08,0.02,5,63.96,2.5
ORD-100730,2024-09-30,West,Electronics,Consumer,108.1,0.122,3,19.91,3.9
ORD-100731,2024-09-05,  north,electronics,Consumer,407.14,0.111,5,11.37,2.8
ORD-100732,2024-02-01,East,electronics,Corporate,62.89,0.346,4,24.58,1.2
ORD-100733,2024-07-26,  north,electronics,Corporate,383.46,0.029,9,-9.64,1.9
ORD-100734,2024-04-11,West,electronics,Corporate,289.94,0.337,9,33.09,3.8
ORD-100735,2024-11-01,  north,Seasonal,Home Office,315.76,0.003,10,84.23,1.6
ORD-100736,2024-03-16,East,Electronics,Home Office,173.4,0.005,7,-2.93,2.1
ORD-100737,2024-01-19,South,electronics,Home Office,208.68,0.224,9,-43.08,4.1
ORD-100738,2024-07-05,,Office Supplies,Home Office,205.03,0.334,2,32.59,3.8
ORD-100739,2024-02-28,West,electronics,Corporate,197.63,0.183,3,18.35,3.2
ORD-100740,2024-02-20,North,Electronics,Home Office,294.66,0.222,1,72.39,3.5
ORD-100741,2024-01-17,West,Furniture,Consumer,170.48,0.155,8,63.59,3.2
ORD-100742,2024-11-26,  north,electronics,Consumer,368.54,0.162,6,83.94,4.1
ORD-100743,2024-01-03,West,Electronics,Consumer,186.93,0.318,1,43.88,1.6
ORD-100744,2024-05-03,West,Furniture,Home Office,146.18,0.336,11,84.22,2.6
ORD-100745,2024-06-11,West,Furniture,Consumer,425.81,0.255,3,67.15,3.0
ORD-100746,2024-04-14,North,electronics,Consumer,155.01,0.194,11,6.37,4.1
ORD-100747,2024-08-20,East,Furniture,Consumer,313.51,0.009,11,79.14,4.6
ORD-100748,2024-05-20,South,Seasonal,Consumer,221.22,0.27,11,80.54,4.9
ORD-100749,2024-02-09,East,Furniture,Corporate,276.01,0.092,2,34.21,3.0
ORD-100750,2024-08-18,South,Office Supplies,Consumer,280.98,0.131,3,46.61,3.6
ORD-100751,2024-01-03,  north,Office Supplies,Consumer,143.29,0.348,4,1.73,3.4
ORD-100752,2024-03-11,  north,Seasonal,Consumer,155.8,0.315,5,36.88,2.1
ORD-100753,2024-07-23,East,Furniture,Consumer,261.02,0.283,11,57.51,4.4
ORD-100754,2024-09-06,West,electronics,Home Office,208.4,0.058,5,-30.08,4.3
ORD-100755,2024-03-26,Central,Office Supplies,Home Office,171.65,0.221,7,16.38,2.2
ORD-100756,2024-04-05,North,Furniture,Home Office,303.36,0.063,6,,2.5
ORD-100757,2024-04-29,West,Office Supplies,Home Office,,0.163,4,29.94,3.1
ORD-100758,2024-08-03,West,Office Supplies,Corporate,301.54,0.026,4,59.59,1.8
ORD-100759,2024-07-15,North,Office Supplies,Consumer,280.58,0.06,11,11.66,4.1
ORD-100760,2024-09-27,,Seasonal,Consumer,243.14,0.013,2,43.67,2.9
ORD-100761,2024-09-09,West,Office Supplies,Home Office,289.85,0.028,8,17.76,3.0
ORD-100762,2024-03-12,East,Seasonal,Home Office,138.91,0.078,7,-6.07,1.9
ORD-100763,2024-01-27,North,Electronics,Consumer,359.25,0.002,5,70.29,1.3
ORD-100764,2024-03-05,South,Home & Kitchen,Corporate,197.32,0.048,11,81.3,2.8
ORD-100765,2024-04-25,East,Seasonal,Consumer,320.41,0.113,6,70.55,3.2
ORD-100766,2024-01-07,West,electronics,Consumer,331.92,0.34,8,,1.4
ORD-100767,2024-03-19,North,Furniture,Consumer,277.46,0.109,6,83.74,2.5
ORD-100768,2024-10-22,South,electronics,Consumer,143.58,0.148,2,,2.0
ORD-100769,2024-08-08,West,Home & Kitchen,Corporate,2123.39,0.324,9,33.08,2.3
ORD-100770,2024-05-21,West,Home & Kitchen,Corporate,1054.16,0.066,2,55.39,3.7
ORD-100771,2024-02-21,Central,Seasonal,Home Office,127.44,0.093,7,,2.6
ORD-100772,2024-05-27,East,Seasonal,Consumer,354.69,0.275,2,74.02,1.7
ORD-100773,2024-03-26,West,Furniture,Consumer,343.39,0.06,11,22.08,2.9
ORD-100774,2024-08-30,West,Furniture,Corporate,224.8,0.299,2,61.2,1.2
ORD-100775,2024-02-21,  north,Office Supplies,Corporate,370.05,0.264,8,49.94,3.9
ORD-100776,2024-09-22,Central,electronics,Consumer,311.58,0.123,5,,3.7
ORD-100777,2024-05-05,  north,electronics,Corporate,247.77,0.05,4,38.92,4.0
ORD-100778,2024-08-18,Central,Furniture,Corporate,318.8,0.238,11,115.06,2.4
ORD-100779,2024-11-09,West,Home & Kitchen,Corporate,197.89,0.203,5,79.92,1.4
ORD-100780,2024-03-24,East,Electronics,Corporate,432.89,0.101,1,48.6,2.8
ORD-100781,2024-01-26,East,Office Supplies,Home Office,280.47,0.123,11,,4.8
ORD-100782,2024-05-28,West,Office Supplies,Consumer,65.97,0.151,11,17.3,3.5
ORD-100783,2024-12-13,Central,Furniture,Home Office,65.37,0.109,4,81.62,2.0
ORD-100784,2024-08-11,Central,electronics,Home Office,203.84,0.161,6,55.05,3.0
ORD-100785,2024-01-14,West,Electronics,Consumer,220.18,0.161,10,19.09,4.6
ORD-100786,2024-07-20,  north,Electronics,Corporate,274.05,0.307,9,6.51,2.8
ORD-100787,2024-09-03,North,Electronics,Home Office,275.28,0.034,10,48.37,3.7
ORD-100788,2024-12-11,South,Office Supplies,Home Office,248.24,0.173,5,35.12,3.9
ORD-100789,2024-09-23,South,Electronics,Corporate,383.43,0.054,1,,4.3
ORD-100790,2024-10-06,Central,Seasonal,Corporate,224.6,0.287,11,48.51,3.5
ORD-100791,2024-10-06,West,Office Supplies,Corporate,146.36,0.06,11,62.59,1.4
ORD-100792,2024-03-16,,electronics,Consumer,185.05,0.162,10,29.81,2.6
ORD-100793,2024-03-12,  north,electronics,Corporate,231.57,0.318,1,41.17,4.9
ORD-100794,2024-12-01,  north,Seasonal,Home Office,151.36,0.137,6,91.02,2.8
ORD-100795,2024-09-04,West,Home & Kitchen,Home Office,277.73,0.024,3,32.21,3.3
ORD-100796,2024-11-12,North,Electronics,Consumer,374.13,0.334,3,22.16,1.9
ORD-100797,2024-05-01,South,Seasonal,Corporate,202.22,0.27,7,14.59,4.7
ORD-100798,2024-03-30,  north,electronics,Corporate,2373.03,0.221,3,53.64,5.0
ORD-100799,2024-09-27,South,Electronics,Home Office,202.23,0.07,1,36.05,3.5
ORD-100800,2024-02-06,  north,Seasonal,Home Office,223.6,0.143,11,27.35,3.1
ORD-100801,2024-02-04,  north,electronics,Consumer,270.04,0.315,10,64.03,1.3
ORD-100802,2024-05-28,East,electronics,Home Office,263.61,0.116,6,20.27,1.3
ORD-100803,2024-07-23,Central,Seasonal,Consumer,395.17,0.326,10,-11.91,2.9
ORD-100804,2024-10-07,East,Seasonal,Consumer,1731.37,0.268,4,33.37,3.0
ORD-100805,2024-08-01,Central,Electronics,Home Office,285.31,0.121,8,8.69,4.8
ORD-100806,2024-04-26,,Electronics,Consumer,1614.89,0.106,4,53.69,3.1
ORD-100807,2024-08-08,Central,Furniture,Consumer,327.36,0.268,8,,1.5
ORD-100808,2024-01-06,  north,Home & Kitchen,Home Office,120.69,0.083,1,1.89,5.0
ORD-100809,2024-06-28,South,Office Supplies,Consumer,377.06,0.063,10,49.47,2.6
ORD-100810,2024-04-22,East,Office Supplies,Home Office,185.83,0.247,5,8.33,4.5
ORD-100811,2024-11-14,North,Furniture,Consumer,256.16,0.121,9,108.38,1.9
ORD-100812,2024-11-28,North,Electronics,Corporate,247.2,0.342,1,24.39,2.1
ORD-100813,2024-07-14,North,Furniture,Consumer,192.51,,7,31.65,1.7
ORD-100814,2024-06-21,East,Home & Kitchen,Consumer,226.21,0.009,1,49.12,2.4
ORD-100815,2024-07-17,  north,Office Supplies,Home Office,290.77,0.02,8,16.87,2.7
ORD-100816,2024-01-08,  north,Office Supplies,Consumer,223.68,0.347,4,-5.4,4.1
ORD-100817,2024-01-07,Central,Seasonal,Corporate,1184.06,0.229,5,82.43,4.4
ORD-100818,2024-10-23,East,Home & Kitchen,Home Office,987.62,0.195,6,46.94,4.8
ORD-100819,2024-11-12,South,Electronics,Home Office,192.47,0.08,1,53.47,1.7
ORD-100820,2024-05-11,,Office Supplies,Home Office,163.89,0.333,1,43.64,3.4
ORD-100821,2024-12-14,  north,electronics,Corporate,231.16,0.114,3,54.76,1.1
ORD-100822,2024-01-16,North,Office Supplies,Consumer,190.83,0.33,10,27.34,1.1
ORD-100823,2024-04-20,Central,Electronics,Home Office,137.45,0.204,3,10.51,2.5
ORD-100824,2024-10-07,Central,Seasonal,Consumer,282.33,0.176,9,44.83,4.2
ORD-100825,2024-06-17,East,Furniture,Corporate,158.21,0.201,6,17.56,4.0
ORD-100826,2024-07-04,Central,Furniture,Corporate,294.47,0.123,7,59.78,1.9
ORD-100827,2024-11-06,East,Office Supplies,Corporate,360.5,0.236,2,-32.88,1.3
ORD-100828,2024-01-08,West,Office Supplies,Home Office,48.81,0.315,8,85.85,4.0
ORD-100829,2024-07-17,East,Furniture,Corporate,264.76,0.046,9,50.63,2.0
ORD-100830,2024-02-07,East,electronics,Corporate,230.48,0.038,11,71.18,2.8
ORD-100831,2024-09-17,North,Home & Kitchen,Home Office,283.59,0.268,6,23.64,3.7
ORD-100832,2024-09-09,Central,Home & Kitchen,Home Office,182.66,0.271,10,52.59,3.0
ORD-100833,2024-04-17,East,Home & Kitchen,Home Office,308.98,0.015,6,34.26,1.4
ORD-100834,2024-11-06,South,Seasonal,Corporate,241.28,0.101,3,59.71,1.4
ORD-100835,2024-04-09,,Electronics,Corporate,159.7,0.312,4,,2.1
ORD-100836,2024-03-02,West,electronics,Corporate,329.88,0.321,2,34.82,4.5
ORD-100837,2024-06-16,East,Office Supplies,Corporate,379.64,0.278,11,,3.9
ORD-100838,2024-09-23,Central,Seasonal,Home Office,235.24,0.035,1,,4.8
ORD-100839,2024-09-05,  north,electronics,Corporate,208.11,0.068,3,28.83,1.8
ORD-100840,2024-04-16,North,electronics,Home Office,389.6,0.024,5,,3.5
ORD-100841,2024-05-29,West,Seasonal,Corporate,210.22,0.307,10,28.91,2.4
ORD-100842,2024-06-15,West,Electronics,Consumer,214.21,0.101,8,46.61,4.8
ORD-100843,2024-11-03,South,Electronics,Corporate,210.62,0.294,5,21.53,3.0
ORD-100844,2024-08-14,East,Electronics,Corporate,357.62,0.111,8,11.53,3.9
ORD-100845,2024-11-16,Central,Home & Kitchen,Corporate,170.93,0.058,3,91.83,3.4
ORD-100846,2024-10-10,North,Home & Kitchen,Consumer,377.05,0.319,6,50.99,3.1
ORD-100847,2024-07-30,  north,Furniture,Consumer,402.02,0.056,1,39.69,4.4
ORD-100848,2024-11-19,South,Electronics,Corporate,253.15,0.099,2,,4.3
ORD-100849,2024-12-26,West,Electronics,Consumer,191.73,0.027,9,66.08,3.4
ORD-100850,2024-09-19,East,Office Supplies,Corporate,325.5,0.109,4,84.94,1.4
ORD-100851,2024-05-25,Central,Home & Kitchen,Consumer,352.88,0.142,7,37.46,1.1
ORD-100852,2024-07-22,West,Office Supplies,Corporate,169.99,0.078,10,45.56,1.4
ORD-100853,2024-10-30,South,electronics,Home Office,233.43,0.073,8,60.52,3.1
ORD-100854,2024-01-19,Central,Home & Kitchen,Corporate,322.23,0.259,1,2.11,2.1
ORD-100855,2024-09-04,  north,Seasonal,Consumer,276.06,0.083,2,82.31,2.7
ORD-100856,2024-08-05,  north,Home & Kitchen,Corporate,1893.39,0.304,3,52.33,4.0
ORD-100857,2024-09-24,East,Home & Kitchen,Home Office,172.73,0.323,3,36.17,1.6
ORD-100858,2024-06-18,  north,Furniture,Consumer,196.47,0.088,9,42.05,3.9
ORD-100859,2024-04-12,Central,electronics,Corporate,180.99,0.002,2,49.29,1.2
ORD-100860,2024-05-20,West,Home & Kitchen,Home Office,204.23,0.22,5,48.42,2.5
ORD-100861,2024-04-20,East,Home & Kitchen,Consumer,269.89,0.207,3,-24.61,4.2
ORD-100862,2024-11-11,West,Furniture,Consumer,133.65,0.097,1,18.33,4.1
ORD-100863,2024-01-27,West,electronics,Home Office,284.93,0.306,8,44.1,2.3
ORD-100864,2024-09-24,North,Home & Kitchen,Consumer,210.04,0.166,3,44.96,4.8
ORD-100865,2024-10-12,  north,Office Supplies,Consumer,313.24,0.276,1,4.08,4.5
ORD-100866,2024-04-07,South,Seasonal,Consumer,334.41,0.307,4,4.39,2.8
ORD-100867,2024-11-06,  north,Office Supplies,Home Office,241.62,0.089,8,44.48,2.6
ORD-100868,2024-08-29,  north,electronics,Corporate,374.83,0.011,3,43.75,2.9
ORD-100869,2024-03-31,South,Electronics,Corporate,344.24,0.313,2,,1.2
ORD-100870,2024-01-09,  north,Office Supplies,Home Office,231.36,0.068,3,36.82,4.6
ORD-100871,2024-02-03,Central,Furniture,Home Office,85.66,0.293,5,7.58,1.3
ORD-100872,2024-01-02,Central,Office Supplies,Consumer,189.79,0.261,6,53.39,2.9
ORD-100873,2024-06-11,North,Furniture,Consumer,267.48,0.064,4,34.09,3.6
ORD-100874,2024-03-08,West,Seasonal,Corporate,91.22,0.33,3,60.15,2.1
ORD-100875,2024-08-13,West,Office Supplies,Home Office,174.1,0.343,6,32.68,2.4
ORD-100876,2024-10-02,  north,electronics,Corporate,195.04,0.292,11,,4.2
ORD-100877,2024-04-17,West,Office Supplies,Consumer,265.64,0.278,2,25.4,3.1
ORD-100878,2024-06-14,  north,Office Supplies,Consumer,188.28,0.23,3,20.0,2.7
ORD-100879,2024-01-12,Central,electronics,Home Office,191.34,0.163,10,82.35,3.8
ORD-100880,2024-01-21,South,Home & Kitchen,Consumer,239.18,0.169,7,11.26,2.7
ORD-100881,2024-12-23,South,Home & Kitchen,Consumer,237.26,0.105,3,84.09,3.7
ORD-100882,2024-08-23,,Furniture,Consumer,256.38,0.121,3,35.31,2.2
ORD-100883,2024-07-10,,Furniture,Corporate,301.39,0.24,2,55.65,2.9
ORD-100884,2024-02-19,East,Furniture,Corporate,202.06,0.247,6,2.14,4.6
ORD-100885,2024-10-27,,Home & Kitchen,Consumer,305.0,0.171,4,,2.5
ORD-100886,2024-04-06,,Office Supplies,Corporate,170.31,0.226,2,92.18,2.4
ORD-100887,2024-08-03,West,Seasonal,Home Office,202.22,0.012,2,18.97,2.9
ORD-100888,2024-10-21,  north,electronics,Consumer,355.73,0.004,8,67.66,3.6
ORD-100889,2024-08-18,West,Seasonal,Corporate,209.71,0.041,9,17.43,4.9
ORD-100890,2024-12-28,South,Home & Kitchen,Home Office,288.36,,8,57.16,2.7
ORD-100891,2024-08-05,East,Electronics,Home Office,227.74,0.21,5,,1.7
ORD-100892,2024-07-21,North,Home & Kitchen,Consumer,240.64,0.125,3,49.42,3.9
ORD-100893,2024-09-25,North,Electronics,Corporate,192.98,0.085,6,21.38,1.2
ORD-100894,2024-11-22,West,electronics,Consumer,150.79,0.254,3,14.47,4.8
ORD-100895,2024-05-13,Central,Home & Kitchen,Home Office,244.99,0.041,4,88.6,3.8
ORD-100896,2024-09-13,Central,electronics,Consumer,349.54,0.241,11,56.83,2.1
ORD-100897,2024-11-21,South,Furniture,Consumer,304.48,0.162,6,45.65,1.9
ORD-100898,2024-08-31,North,Office Supplies,Corporate,151.23,0.208,6,13.81,2.4
ORD-100899,2024-01-17,Central,Electronics,Home Office,166.31,0.236,8,56.44,3.2
ORD-100900,2024-01-16,Central,Furniture,Home Office,219.24,0.11,6,61.9,3.3
ORD-100901,2024-10-02,Central,Electronics,Consumer,132.65,0.346,7,70.88,1.9
ORD-100902,2024-07-28,South,electronics,Home Office,353.92,0.257,5,43.07,2.3
ORD-100903,2024-07-19,West,electronics,Corporate,225.33,0.111,5,55.74,4.3
ORD-100904,2024-03-29,North,electronics,Home Office,77.5,0.117,11,66.26,2.7
ORD-100905,2024-07-28,East,Home & Kitchen,Consumer,1049.34,0.028,3,54.54,3.3
ORD-100906,2024-04-08,South,electronics,Corporate,215.6,0.229,4,47.3,1.7
ORD-100907,2024-05-05,West,Furniture,Consumer,416.53,0.072,8,18.97,3.0
ORD-100908,2024-01-04,  north,Seasonal,Corporate,333.4,0.162,9,71.26,5.0
ORD-100909,2024-11-27,  north,Electronics,Corporate,269.8,0.042,8,36.27,4.3
ORD-100910,2024-11-18,West,Electronics,Consumer,385.99,0.14,3,,4.4
ORD-100911,2024-05-04,South,Office Supplies,Consumer,255.25,0.23,6,5.54,3.6
ORD-100912,2024-08-18,Central,Office Supplies,Home Office,403.15,0.103,1,73.84,4.0
ORD-100913,2024-03-22,East,electronics,Home Office,289.45,0.102,8,64.84,3.7
ORD-100914,2024-04-18,South,Home & Kitchen,Consumer,331.75,0.09,5,89.77,2.5
ORD-100915,2024-10-27,East,Home & Kitchen,Corporate,88.56,0.34,7,41.73,4.5
ORD-100916,2024-06-24,South,Furniture,Consumer,201.51,0.005,5,46.69,3.4
ORD-100917,2024-09-25,  north,Furniture,Corporate,244.63,,11,29.99,1.1
ORD-100918,2024-02-10,North,electronics,Home Office,111.81,0.296,9,-7.74,2.0
ORD-100919,2024-01-21,East,Home & Kitchen,Corporate,245.0,0.241,2,94.17,4.0
ORD-100920,2024-10-24,North,Home & Kitchen,Consumer,231.33,0.073,6,-21.64,4.2
ORD-100921,2024-06-02,Central,electronics,Consumer,331.81,0.206,8,60.16,4.1
ORD-100922,2024-09-09,East,Home & Kitchen,Corporate,299.23,0.264,9,,2.1
ORD-100923,2024-02-27,South,electronics,Consumer,211.68,0.176,6,26.41,4.6
ORD-100924,2024-06-24,Central,Furniture,Consumer,156.55,0.033,2,42.9,4.1
ORD-100925,2024-10-19,East,Furniture,Consumer,271.63,0.105,7,79.47,4.1
ORD-100926,2024-05-17,East,electronics,Corporate,315.85,0.229,6,12.05,1.6
ORD-100927,2024-07-25,,electronics,Corporate,212.45,0.138,11,69.25,4.2
ORD-100928,2024-06-13,West,Office Supplies,Home Office,2894.95,0.103,9,36.98,4.0
ORD-100929,2024-10-30,North,Seasonal,Corporate,282.6,0.056,8,,2.0
